"replicate","posterior_draw_index","budget","selected_proposal","selected_reviewer","baseline_A_loss","current_A_loss","absolute_A_reduction","drawwise_percent_reduction"
4517,4730,3,"P006","R07",0.00346911638268776,0.00346871456966619,4.01813021572509e-07,0.0115825754240391
4517,4730,4,"P011","R03",0.00346911638268776,0.0034685809858128,5.35396874966777e-07,0.0154332347464217
4517,4730,5,"P007","R07",0.00346911638268776,0.00346844637410243,6.7000858533766e-07,0.0193135228521379
4517,4730,6,"P019","R08",0.00346911638268776,0.0034683139027203,8.0247996745884e-07,0.0231321143177417
4518,2092,1,"P033","R07",0.0475339532321022,0.0475012323304534,3.27209016487834e-05,0.0688369037790975
4518,2092,2,"P006","R03",0.0475339532321022,0.0474685289175701,6.54243145321518e-05,0.137637015403901
4518,2092,3,"P002","R03",0.0475339532321022,0.047435817450954,9.81357811481731e-05,0.206454070144321
4518,2092,4,"P029","R04",0.0475339532321022,0.0474031136523085,0.000130839579793665,0.275254993319811
4518,2092,5,"P012","R01",0.0475339532321022,0.0473704464701827,0.00016350676191948,0.343978884148552
4518,2092,6,"P020","R05",0.0475339532321022,0.0473377523932048,0.00019620083889741,0.412759355274717
4519,1990,1,"P026","R06",0.037884939390755,0.0378637537243322,2.11856664227572e-05,0.0559210777777491
4519,1990,2,"P025","R08",0.037884939390755,0.037842568669009,4.23707217459338e-05,0.111840542514563
4519,1990,3,"P031","R09",0.037884939390755,0.0378213820668376,6.3557323917364e-05,0.167764090267685
4519,1990,4,"P014","R03",0.037884939390755,0.0378001954910706,8.47438996844224e-05,0.223687568324584
4519,1990,5,"P040","R02",0.037884939390755,0.0377790078175062,0.00010593157324873,0.279613944095632
4519,1990,6,"P007","R07",0.037884939390755,0.0377578202201477,0.000127119170607308,0.335540118716222
4520,3191,1,"P011","R01",0.164837870447455,0.164513980213497,0.000323890233958124,0.196490183401981
4520,3191,2,"P039","R03",0.164837870447455,0.164186271655381,0.000651598792073604,0.395296778771062
4520,3191,3,"P020","R06",0.164837870447455,0.163860408115165,0.000977462332289236,0.592984081653022
4520,3191,4,"P019","R07",0.164837870447455,0.163531874608739,0.00130599583871568,0.792291137449508
4520,3191,5,"P021","R06",0.164837870447455,0.163205388646377,0.00163248180107808,0.990356036902618
4520,3191,6,"P002","R06",0.164837870447455,0.16287716379458,0.00196070665287434,1.18947584529695
4521,4259,1,"P041","R01",0.122822088385885,0.12266256282841,0.000159525557475435,0.129883443256748
4521,4259,2,"P009","R07",0.122822088385885,0.12250073960427,0.000321348781615077,0.261637614079201
4521,4259,3,"P008","R01",0.122822088385885,0.122340780460849,0.000481307925036603,0.391874076855312
4521,4259,4,"P023","R07",0.122822088385885,0.122178533283615,0.000643555102270613,0.523973424266062
4521,4259,5,"P034","R05",0.122822088385885,0.122017483214561,0.00080460517132476,0.655098103198532
4521,4259,6,"P039","R06",0.122822088385885,0.121857139889644,0.000964948496241375,0.78564736109166
4522,3904,1,"P010","R09",0.011679447917339,0.0116777418693779,1.70604796106803e-06,0.0146072654558892
4522,3904,2,"P031","R07",0.011679447917339,0.0116760295354639,3.41838187511295e-06,0.0292683515462928
4522,3904,3,"P019","R09",0.011679447917339,0.0116743202492956,5.12766804342327e-06,0.0439033426897761
4522,3904,4,"P011","R08",0.011679447917339,0.0116726261057213,6.82181161766084e-06,0.0584086822077724
4522,3904,5,"P040","R08",0.011679447917339,0.0116709275044266,8.5204129124019e-06,0.0729521889451017
4522,3904,6,"P003","R07",0.011679447917339,0.0116692124826785,1.02354346604872e-05,0.0876362884010293
4523,4595,1,"P040","R08",0.0760591977499839,0.0760058980297896,5.3299720194272e-05,0.070076626852514
4523,4595,2,"P029","R02",0.0760591977499839,0.075951844439732,0.000107353310251954,0.141144415702145
4523,4595,3,"P036","R07",0.0760591977499839,0.0758978411731199,0.000161356576864002,0.212146041027676
4523,4595,4,"P032","R02",0.0760591977499839,0.075843709447966,0.000215488302017883,0.283316559196719
4523,4595,5,"P037","R03",0.0760591977499839,0.07579003002455,0.00026916772543395,0.353892406699763
4523,4595,6,"P004","R04",0.0760591977499839,0.0757362878320045,0.000322909917979466,0.424550780881113
4524,3325,1,"P012","R05",0.0551965546159689,0.0551482030985753,4.83515173935814e-05,0.0875987962110824
4524,3325,2,"P035","R04",0.0551965546159689,0.0550996733345338,9.68812814350836e-05,0.175520523172392
4524,3325,3,"P028","R06",0.0551965546159689,0.0550514756109379,0.000145079005030982,0.262840690040116
4524,3325,4,"P005","R05",0.0551965546159689,0.0550028911688584,0.000193663447110526,0.350861477601171
4524,3325,5,"P020","R06",0.0551965546159689,0.0549546016341797,0.000241952981789181,0.438347979276196
4524,3325,6,"P034","R05",0.0551965546159689,0.05490591461707,0.00029063999889891,0.526554602766502
4525,1097,1,"P010","R05",0.357698524521147,0.355883998430617,0.0018145260905294,0.507278047332881
4525,1097,2,"P003","R03",0.357698524521147,0.354069398403852,0.00362912611729421,1.01457676465189
4525,1097,3,"P033","R01",0.357698524521147,0.352254962035923,0.00544356248522326,1.521829728683
4525,1097,4,"P006","R02",0.357698524521147,0.350440237707777,0.00725828681336949,2.02916319632188
4525,1097,5,"P034","R05",0.357698524521147,0.348625587439844,0.00907293708130302,2.53647595931491
4525,1097,6,"P019","R04",0.357698524521147,0.346811052180486,0.0108874723406608,3.04375656993161
4526,3178,1,"P008","R09",0.0588312618172202,0.058775828057298,5.54337599222091e-05,0.0942250059066103
4526,3178,2,"P027","R01",0.0588312618172202,0.058721334663905,0.000109927153315169,0.186851598826311
4526,3178,3,"P001","R01",0.0588312618172202,0.0586665504626764,0.000164711354543726,0.279972500089254
4526,3178,4,"P026","R04",0.0588312618172202,0.058610962700853,0.000220299116367131,0.374459274818153
4526,3178,5,"P015","R05",0.0588312618172202,0.0585555892490538,0.000275672568166359,0.468581770390769
4526,3178,6,"P028","R05",0.0588312618172202,0.0585001876075939,0.00033107420962622,0.562752182087845
4527,1198,1,"P032","R09",0.09762508714687,0.097511013605852,0.000114073541018042,0.116848593278515
4527,1198,2,"P033","R07",0.09762508714687,0.0973969322707453,0.00022815487612475,0.233705170251482
4527,1198,3,"P022","R08",0.09762508714687,0.0972828727894738,0.000342214357396231,0.350539361753802
4527,1198,4,"P006","R07",0.09762508714687,0.0971687882164575,0.000456298930412533,0.467399255404569
4527,1198,5,"P015","R05",0.09762508714687,0.0970547187697488,0.000570368377121225,0.584243654772001
4527,1198,6,"P013","R04",0.09762508714687,0.0969406462427,0.00068444090417008,0.701091209414633
4528,3056,1,"P032","R09",0.225678568628719,0.22500730174473,0.000671266883988914,0.297443788334756
4528,3056,2,"P030","R04",0.225678568628719,0.224339464779619,0.00133910384910058,0.593367751859343
4528,3056,3,"P008","R09",0.225678568628719,0.22367123901306,0.00200732961565883,0.889463996451183
4528,3056,4,"P007","R08",0.225678568628719,0.223009913858415,0.00266865477030409,1.1825025240631
4528,3056,5,"P035","R01",0.225678568628719,0.222349067291865,0.00332950133685422,1.47532898541724
4528,3056,6,"P025","R03",0.225678568628719,0.221679853815342,0.0039987148133773,1.77186289228725
4529,2612,1,"P004","R08",0.000844485905027019,0.000844476255729553,9.64929746630379e-09,0.00114262386250189
4529,2612,2,"P033","R02",0.000844485905027019,0.000844466570111416,1.93349156034708e-08,0.00228954864591283
4529,2612,3,"P036","R09",0.000844485905027019,0.000844456898208506,2.90068185127912e-08,0.00343484933734485
4529,2612,4,"P030","R03",0.000844485905027019,0.000844447226323113,3.86787039055245e-08,0.00458014795454602
4529,2612,5,"P020","R08",0.000844485905027019,0.000844437569205362,4.83358216569378e-08,0.00572369785797566
4529,2612,6,"P012","R05",0.000844485905027019,0.000844427904575905,5.80004511136932e-08,0.00686813726178621
4530,2839,1,"P007","R01",0.291914748823924,0.290872693817126,0.00104205500679833,0.356972373268768
4530,2839,2,"P028","R03",0.291914748823924,0.289829283528029,0.00208546529589559,0.714409019858567
4530,2839,3,"P013","R02",0.291914748823924,0.2887851035135,0.00312964531042398,1.0721093480315
4530,2839,4,"P017","R06",0.291914748823924,0.287742532927551,0.00417221589637329,1.42925834106788
4530,2839,5,"P014","R06",0.291914748823924,0.286699806603595,0.00521494222032937,1.78646068461409
4530,2839,6,"P036","R01",0.291914748823924,0.285657259647553,0.00625748917637114,2.14360158285305
4531,3017,1,"P042","R01",0.0614518023303383,0.0613986947378604,5.31075924779106e-05,0.0864215376343678
4531,3017,2,"P038","R05",0.0614518023303383,0.0613454186390869,0.00010638369125137,0.173117284143266
4531,3017,3,"P031","R06",0.0614518023303383,0.0612921968909883,0.000159605439350029,0.259724586257143
4531,3017,4,"P026","R03",0.0614518023303383,0.061238854043619,0.000212948286719285,0.346528952193407
4531,3017,5,"P020","R06",0.0614518023303383,0.0611855796120607,0.000266222718277642,0.433221985657221
4531,3017,6,"P013","R07",0.0614518023303383,0.061132158360242,0.000319643970096303,0.520153938493188
4532,2554,1,"P026","R06",4.01057340430991e-05,4.01057132181044e-05,2.08249947573403e-11,5.1925230279942e-05
4532,2554,2,"P024","R06",4.01057340430991e-05,4.01056923719152e-05,4.16711838782191e-11,0.000103903306777624
4532,2554,3,"P021","R04",4.01057340430991e-05,4.01056715055096e-05,6.25375895071446e-11,0.000155931791299317
4532,2554,4,"P030","R03",4.01057340430991e-05,4.01056506391021e-05,8.34039970673051e-11,0.00020796028063637
4532,2554,5,"P036","R01",4.01057340430991e-05,4.01056298596916e-05,1.04183407533638e-10,0.000259771850632826
4532,2554,6,"P006","R01",4.01057340430991e-05,4.0105609056936e-05,1.24986163102135e-10,0.000311641629518163
4533,4699,1,"P018","R02",0.18727969178889,0.186976186552857,0.000303505236032592,0.162059875864553
4533,4699,2,"P042","R04",0.18727969178889,0.186673383733754,0.000606308055135674,0.323744688676192
4533,4699,3,"P037","R05",0.18727969178889,0.186370879142007,0.000908812646882695,0.485270259792583
4533,4699,4,"P017","R09",0.18727969178889,0.186068069654332,0.00121162213455797,0.646958633359866
4533,4699,5,"P029","R01",0.18727969178889,0.185766230638774,0.00151346115011644,0.808128812932094
4533,4699,6,"P038","R02",0.18727969178889,0.18546277466438,0.00181691712451032,0.970162385016326
4534,1275,1,"P009","R06",0.144763914867833,0.144495904036588,0.000268010831244725,0.185136490325931
4534,1275,2,"P015","R08",0.144763914867833,0.144228963280258,0.000534951587575272,0.369533794429139
4534,1275,3,"P031","R08",0.144763914867833,0.143961098353409,0.000802816514424098,0.554569496933719
4534,1275,4,"P041","R08",0.144763914867833,0.143692806040889,0.00107110882694395,0.739900428861605
4534,1275,5,"P008","R03",0.144763914867833,0.143424322215695,0.00133959265213784,0.925363653891835
4534,1275,6,"P037","R08",0.144763914867833,0.143155519223862,0.00160839564397086,1.11104735281531
4535,1346,1,"P001","R01",0.0593832381307576,0.0593356121517559,4.76259790016947e-05,0.080201047468691
4535,1346,2,"P024","R07",0.0593832381307576,0.0592871360055715,9.61021251861538e-05,0.161833756816265
4535,1346,3,"P034","R03",0.0593832381307576,0.0592388273785479,0.000144410752209757,0.243184367770204
4535,1346,4,"P008","R06",0.0593832381307576,0.0591908355136636,0.000192402617094058,0.324001558605479
4535,1346,5,"P036","R01",0.0593832381307576,0.0591429933331367,0.000240244797620887,0.404566684443655
4535,1346,6,"P016","R02",0.0593832381307576,0.0590945598776284,0.000288678253129199,0.486127503679658
4536,1817,1,"P003","R01",0.0676612563794564,0.0676018200443567,5.94363350996246e-05,0.0878439719864129
4536,1817,2,"P006","R02",0.0676612563794564,0.0675410941295326,0.000120162249923769,0.177593879205964
4536,1817,3,"P030","R09",0.0676612563794564,0.0674807520787306,0.000180504300725776,0.266776454332263
4536,1817,4,"P018","R03",0.0676612563794564,0.0674202312724995,0.000241025106956894,0.356223221166899
4536,1817,5,"P019","R01",0.0676612563794564,0.0673605635214495,0.000300692858006865,0.444409214514916
4536,1817,6,"P013","R08",0.0676612563794564,0.0673008434230428,0.000360412956413578,0.532672574674519
4537,4380,1,"P033","R06",0.010008224106716,0.0100067970488234,1.42705789253454e-06,0.0142588522930549
4537,4380,2,"P004","R09",0.010008224106716,0.0100053697635075,2.85434320843568e-06,0.0285199769509586
4537,4380,3,"P010","R05",0.010008224106716,0.0100039425931749,4.28151354108126e-06,0.0427799527211643
4537,4380,4,"P021","R04",0.010008224106716,0.0100025153098347,5.70879688123298e-06,0.0570410576378093
4537,4380,5,"P025","R03",0.010008224106716,0.0100010880251881,7.13608152786739e-06,0.0713021756085454
4537,4380,6,"P022","R04",0.010008224106716,0.00999966062582152,8.56348089444889e-06,0.0855644398360585
4538,2847,1,"P006","R07",0.276988912942148,0.276002571257782,0.000986341684366121,0.356094283301559
4538,2847,2,"P031","R01",0.276988912942148,0.275016540945243,0.00197237199690548,0.712076153502009
4538,2847,3,"P037","R01",0.276988912942148,0.274030502414319,0.00295841052782869,1.0680609907468
4538,2847,4,"P016","R02",0.276988912942148,0.273044186102599,0.0039447268395495,1.42414611388196
4538,2847,5,"P041","R09",0.276988912942148,0.272057972519819,0.00493094042232894,1.78019414927226
4538,2847,6,"P039","R03",0.276988912942148,0.27107178432943,0.00591712861271826,2.13623301736778
4539,688,1,"P009","R05",0.140799931182056,0.1405831419863,0.000216789195755435,0.153969674512926
4539,688,2,"P041","R08",0.140799931182056,0.140367168263732,0.000432762918323865,0.307360177445185
4539,688,3,"P026","R04",0.140799931182056,0.140149794229805,0.000650136952250996,0.461745220180799
4539,688,4,"P023","R07",0.140799931182056,0.13993197071008,0.000867960471975682,0.616449500144571
4539,688,5,"P029","R07",0.140799931182056,0.139713772393803,0.00108615878825216,0.771419970971256
4539,688,6,"P017","R07",0.140799931182056,0.139495580038734,0.00130435114332117,0.926386207983746
4540,3795,1,"P016","R01",0.0120300496886228,0.0120283050070932,1.74468152960502e-06,0.014502695955238
4540,3795,2,"P015","R09",0.0120300496886228,0.0120265280665685,3.52162205434145e-06,0.0292735453758927
4540,3795,3,"P039","R08",0.0120300496886228,0.0120247734307732,5.27625784963945e-06,0.0438589863400926
4540,3795,4,"P027","R02",0.0120300496886228,0.0120229877288077,7.0619598150929e-06,0.0587026653910798
4540,3795,5,"P028","R03",0.0120300496886228,0.0120212117094089,8.8379792139593e-06,0.0734658579367102
4540,3795,6,"P042","R06",0.0120300496886228,0.0120194489113254,1.06007772974082e-05,0.08811914806498
4541,3769,1,"P029","R09",0.268048642207612,0.266897365654525,0.00115127655308639,0.429502848290756
4541,3769,2,"P037","R04",0.268048642207612,0.265749861052737,0.00229878115487425,0.857598507473049
4541,3769,3,"P027","R05",0.268048642207612,0.264602697851508,0.00344594435610418,1.28556680150433
4541,3769,4,"P015","R09",0.268048642207612,0.263449824264494,0.00459881794311773,1.71566544983869
4541,3769,5,"P019","R07",0.268048642207612,0.262300202101841,0.00574844010577108,2.14455110028826
4541,3769,6,"P013","R02",0.268048642207612,0.261147648227092,0.00690099398051991,2.57453047464978
4542,844,1,"P020","R03",0.25569927815392,0.25507239575519,0.000626882398730433,0.245163929775772
4542,844,2,"P041","R01",0.25569927815392,0.254458600153976,0.00124067799994454,0.48520981713437
4542,844,3,"P006","R03",0.25569927815392,0.253831353377043,0.00186792477687753,0.730516249542603
4542,844,4,"P042","R05",0.25569927815392,0.253210123542354,0.00248915461156612,0.973469549674582
4542,844,5,"P036","R02",0.25569927815392,0.252582327586223,0.00311695056769712,1.21899075750259
4542,844,6,"P029","R05",0.25569927815392,0.251954473308061,0.0037448048458591,1.46453477416736
4543,4624,1,"P002","R03",0.285590135434236,0.284540420012303,0.00104971542193288,0.367560112094491
4543,4624,2,"P037","R04",0.285590135434236,0.283499474089737,0.00209066134449881,0.732049565129409
4543,4624,3,"P014","R08",0.285590135434236,0.282465033683645,0.00312510175059066,1.09426109758273
4543,4624,4,"P004","R09",0.285590135434236,0.281426194832396,0.00416394060184017,1.45801275506556
4543,4624,5,"P035","R02",0.285590135434236,0.280376659363748,0.00521347607048739,1.82550985613014
4543,4624,6,"P008","R08",0.285590135434236,0.279348991740244,0.00624114369399137,2.18534988419744
4544,1604,1,"P028","R01",0.0773833797536904,0.0772925108176489,9.08689360414883e-05,0.117426941457871
4544,1604,2,"P011","R08",0.0773833797536904,0.0772016155238915,0.000181764229798959,0.234887944126387
4544,1604,3,"P042","R07",0.0773833797536904,0.0771105801605445,0.00027279959314587,0.352529954124755
4544,1604,4,"P001","R04",0.0773833797536904,0.07701960266179,0.000363777091900455,0.470097187611021
4544,1604,5,"P007","R06",0.0773833797536904,0.0769286770607928,0.000454702692897616,0.587597355329948
4544,1604,6,"P035","R03",0.0773833797536904,0.0768376892875523,0.000545690466138143,0.705177866196933
4545,1714,1,"P030","R03",0.160665392028278,0.160384839411007,0.000280552617270946,0.174619196909293
